18:16:39  |  Platform  |  Info  |  * Initialise: OgreRenderManager  |  src\MyGUI_OgreRenderManager.cpp  |  34
18:16:39  |  Platform  |  Info  |  OgreRenderManager successfully initialized  |  src\MyGUI_OgreRenderManager.cpp  |  62
18:16:39  |  Platform  |  Info  |  * Initialise: OgreDataManager  |  src\MyGUI_OgreDataManager.cpp  |  23
18:16:39  |  Platform  |  Info  |  OgreDataManager successfully initialized  |  src\MyGUI_OgreDataManager.cpp  |  27
18:16:39  |  Core  |  Info  |  * Initialise: Gui  |  src\MyGUI_Gui.cpp  |  75
18:16:39  |  Core  |  Info  |  * MyGUI version 3.1.0  |  src\MyGUI_Gui.cpp  |  80
18:16:39  |  Core  |  Info  |  * Initialise: ResourceManager  |  src\MyGUI_ResourceManager.cpp  |  42
18:16:39  |  Core  |  Info  |  ResourceManager successfully initialized  |  src\MyGUI_ResourceManager.cpp  |  50
18:16:39  |  Core  |  Info  |  * Initialise: LayerManager  |  src\MyGUI_LayerManager.cpp  |  43
18:16:39  |  Core  |  Info  |  LayerManager successfully initialized  |  src\MyGUI_LayerManager.cpp  |  51
18:16:39  |  Core  |  Info  |  * Initialise: WidgetManager  |  src\MyGUI_WidgetManager.cpp  |  68
18:16:39  |  Core  |  Info  |  WidgetManager successfully initialized  |  src\MyGUI_WidgetManager.cpp  |  110
18:16:39  |  Core  |  Info  |  * Initialise: InputManager  |  src\MyGUI_InputManager.cpp  |  56
18:16:39  |  Core  |  Info  |  InputManager successfully initialized  |  src\MyGUI_InputManager.cpp  |  70
18:16:39  |  Core  |  Info  |  * Initialise: SubWidgetManager  |  src\MyGUI_SubWidgetManager.cpp  |  43
18:16:39  |  Core  |  Info  |  SubWidgetManager successfully initialized  |  src\MyGUI_SubWidgetManager.cpp  |  63
18:16:39  |  Core  |  Info  |  * Initialise: SkinManager  |  src\MyGUI_SkinManager.cpp  |  44
18:16:39  |  Core  |  Info  |  SkinManager successfully initialized  |  src\MyGUI_SkinManager.cpp  |  52
18:16:39  |  Core  |  Info  |  * Initialise: FontManager  |  src\MyGUI_FontManager.cpp  |  42
18:16:39  |  Core  |  Info  |  FontManager successfully initialized  |  src\MyGUI_FontManager.cpp  |  51
